profile_id	source_product_id	source_product_name	target_product_id	target_product_name	split	rank	score	local_accord	visual_note	local_family	global_accord	global_family	cross_ref_global_to_local_accord	cross_ref_global_to_local_family	same_global_reference	sem_similar	enriched_cross_ref_bonus
65	65	Breezy Bouquet	70	FOF	test	4	4.122917	1.200000	0.416667	1.500000	0.000000	0.000000	0.656250	0.000000	0.000000	0.350000	0.000000
65	65	Breezy Bouquet	55	Lavish Lily	test	7	3.603030	0.250000	0.416667	1.500000	0.000000	0.000000	0.636364	0.800000	0.000000	0.000000	0.000000
65	65	Breezy Bouquet	203	Full Of Passion	test	10	3.383333	1.333333	0.000000	0.000000	0.000000	0.000000	1.250000	0.800000	0.000000	0.000000	0.000000
66	66	Bosa Nova	55	Lavish Lily	train	2	4.815368	0.571429	0.416667	1.500000	0.500000	0.000000	0.477273	0.800000	0.000000	0.350000	0.200000
66	66	Bosa Nova	53	Glamorious	train	3	4.801082	0.857143	0.416667	1.500000	0.727273	0.000000	0.750000	0.000000	0.000000	0.350000	0.200000
66	66	Bosa Nova	62	How Deep	train	5	4.775595	0.500000	0.416667	1.500000	0.571429	0.000000	0.437500	0.800000	0.000000	0.350000	0.200000
66	66	Bosa Nova	59	My Crush	train	6	4.460173	0.500000	0.416667	1.500000	0.857143	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
66	66	Bosa Nova	70	FOF	train	8	4.188889	0.666667	0.416667	1.500000	0.666667	0.000000	0.388889	0.000000	0.000000	0.350000	0.200000
66	66	Bosa Nova	61	D Nova	train	9	4.070833	0.500000	0.416667	1.500000	0.666667	0.000000	0.437500	0.000000	0.000000	0.350000	0.200000
66	66	Bosa Nova	69	Woman In Red	train	11	4.070833	0.500000	0.416667	1.500000	0.666667	0.000000	0.437500	0.000000	0.000000	0.350000	0.200000
66	66	Bosa Nova	198	Scent Vintage	train	12	4.004870	0.857143	0.000000	0.000000	1.272727	0.000000	0.875000	0.800000	0.000000	0.000000	0.200000
66	66	Bosa Nova	67	Victory	test	1	5.529404	0.857143	0.416667	1.500000	0.769231	0.000000	0.636364	0.800000	0.000000	0.350000	0.200000
66	66	Bosa Nova	64	Woman In Love Never Cross	test	4	4.793506	0.857143	0.416667	1.500000	0.833333	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
66	66	Bosa Nova	60	Five Years	test	7	4.345620	0.222222	0.416667	1.500000	0.769231	0.000000	0.437500	0.800000	0.000000	0.000000	0.200000
66	66	Bosa Nova	63	Sombrero	test	10	4.070833	0.500000	0.416667	1.500000	0.666667	0.000000	0.437500	0.000000	0.000000	0.350000	0.200000
67	67	Victory	55	Lavish Lily	train	2	6.671429	1.000000	0.416667	1.500000	0.571429	1.250000	0.583333	0.800000	0.000000	0.350000	0.200000
67	67	Victory	70	FOF	train	3	6.266667	1.200000	0.416667	1.500000	0.800000	0.000000	1.000000	0.800000	0.000000	0.350000	0.200000
67	67	Victory	60	Five Years	train	5	6.003205	0.500000	0.416667	1.500000	0.461538	1.250000	0.525000	0.800000	0.000000	0.350000	0.200000
67	67	Victory	198	Scent Vintage	train	6	5.586174	1.333333	0.000000	0.000000	0.909091	1.250000	1.093750	0.800000	0.000000	0.000000	0.200000
67	67	Victory	54	Cover Girl	train	8	5.529404	0.857143	0.416667	1.500000	0.769231	0.000000	0.636364	0.800000	0.000000	0.350000	0.200000
67	67	Victory	66	Bosa Nova	train	9	5.529404	0.857143	0.416667	1.500000	0.769231	0.000000	0.636364	0.800000	0.000000	0.350000	0.200000
67	67	Victory	203	Full Of Passion	train	11	5.185606	1.333333	0.000000	0.000000	0.727273	1.250000	0.875000	0.800000	0.000000	0.000000	0.200000
67	67	Victory	61	D Nova	train	12	4.974459	0.500000	0.416667	1.500000	0.571429	0.000000	0.636364	0.800000	0.000000	0.350000	0.200000
67	67	Victory	62	How Deep	test	1	7.294444	1.333333	0.416667	1.500000	0.666667	1.250000	0.777778	0.800000	0.000000	0.350000	0.200000
67	67	Victory	64	Woman In Love Never Cross	test	4	6.202273	1.333333	0.416667	1.500000	0.727273	0.000000	0.875000	0.800000	0.000000	0.350000	0.200000
67	67	Victory	56	Lovin Him	test	7	5.580556	0.222222	0.416667	1.500000	0.666667	1.250000	0.525000	0.800000	0.000000	0.000000	0.200000
67	67	Victory	59	My Crush	test	10	5.331602	0.857143	0.416667	1.500000	0.571429	0.000000	0.636364	0.800000	0.000000	0.350000	0.200000
68	68	White Sense	60	Five Years	train	2	5.625000	1.000000	0.416667	1.500000	0.833333	0.000000	0.875000	0.800000	0.000000	0.000000	0.200000
68	68	White Sense	70	FOF	train	3	5.371717	0.500000	0.416667	1.500000	0.727273	1.250000	0.777778	0.000000	0.000000	0.000000	0.200000
68	68	White Sense	62	How Deep	train	5	5.116667	0.666667	0.416667	1.500000	0.833333	0.000000	0.700000	0.800000	0.000000	0.000000	0.200000
68	68	White Sense	56	Lovin Him	train	6	5.064394	0.181818	0.416667	1.500000	1.090909	0.000000	0.875000	0.800000	0.000000	0.000000	0.200000
68	68	White Sense	55	Lavish Lily	train	8	4.613858	0.444444	0.416667	1.500000	0.714286	0.000000	0.538462	0.800000	0.000000	0.000000	0.200000
68	68	White Sense	61	D Nova	train	9	4.168910	0.400000	0.416667	1.500000	0.923077	0.000000	0.729167	0.000000	0.000000	0.000000	0.200000
68	68	White Sense	66	Bosa Nova	train	11	3.960119	0.400000	0.416667	1.500000	0.714286	0.000000	0.729167	0.000000	0.000000	0.000000	0.200000
68	68	White Sense	146	Be Del Woman	train	12	3.768910	0.666667	0.000000	0.000000	0.923077	1.250000	0.729167	0.000000	0.000000	0.000000	0.200000
68	68	White Sense	64	Woman In Love Never Cross	test	1	5.914646	0.666667	0.416667	1.500000	0.909091	1.250000	0.972222	0.000000	0.000000	0.000000	0.200000
68	68	White Sense	59	My Crush	test	4	5.231746	1.428571	0.416667	1.500000	0.714286	0.000000	0.972222	0.000000	0.000000	0.000000	0.200000
68	68	White Sense	67	Victory	test	7	4.675991	0.666667	0.416667	1.500000	0.615385	0.000000	0.477273	0.800000	0.000000	0.000000	0.200000
68	68	White Sense	263	Lovin You	test	10	3.965909	1.000000	0.000000	0.000000	1.090909	0.000000	0.875000	0.800000	0.000000	0.000000	0.200000
69	69	Woman In Red	55	Lavish Lily	train	2	4.482703	0.571429	0.416667	1.500000	0.352941	0.000000	0.291667	0.800000	0.000000	0.350000	0.200000
69	69	Woman In Red	67	Victory	train	3	4.334848	0.500000	0.416667	1.500000	0.250000	0.000000	0.318182	0.800000	0.000000	0.350000	0.200000
69	69	Woman In Red	60	Five Years	train	5	3.857071	0.222222	0.416667	1.500000	0.400000	0.000000	0.318182	0.800000	0.000000	0.000000	0.200000
69	69	Woman In Red	56	Lovin Him	train	6	3.841667	0.000000	0.416667	1.500000	0.400000	0.000000	0.525000	0.800000	0.000000	0.000000	0.200000
69	69	Woman In Red	297	You So Lovely	train	8	3.663287	0.500000	0.000000	0.000000	1.076923	1.250000	0.636364	0.000000	0.000000	0.000000	0.200000
69	69	Woman In Red	68	White Sense	train	9	3.635606	0.666667	0.416667	1.500000	0.375000	0.000000	0.477273	0.000000	0.000000	0.000000	0.200000
69	69	Woman In Red	196	Rosella	train	11	3.541126	1.333333	0.000000	0.000000	0.571429	0.000000	0.636364	0.800000	0.000000	0.000000	0.200000
69	69	Woman In Red	62	How Deep	train	12	3.534722	0.222222	0.416667	1.500000	0.250000	0.000000	0.145833	0.800000	0.000000	0.000000	0.200000
69	69	Woman In Red	53	Glamorious	test	1	6.448810	0.857143	0.416667	1.500000	1.000000	1.250000	0.875000	0.000000	0.000000	0.350000	0.200000
69	69	Woman In Red	66	Bosa Nova	test	4	4.070833	0.500000	0.416667	1.500000	0.666667	0.000000	0.437500	0.000000	0.000000	0.350000	0.200000
69	69	Woman In Red	210	Celindion Sensation	test	7	3.747619	1.333333	0.000000	0.000000	0.714286	0.000000	0.700000	0.800000	0.000000	0.000000	0.200000
69	69	Woman In Red	58	Blatherskite	test	10	3.603030	0.500000	0.416667	1.500000	0.000000	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
70	70	FOF	62	How Deep	train	2	6.577778	1.200000	0.416667	1.500000	1.111111	0.000000	1.000000	0.800000	0.000000	0.350000	0.200000
70	70	FOF	67	Victory	train	3	6.266667	1.200000	0.416667	1.500000	0.800000	0.000000	1.000000	0.800000	0.000000	0.350000	0.200000
70	70	FOF	59	My Crush	train	5	4.800000	0.666667	0.416667	1.500000	0.666667	0.000000	1.000000	0.000000	0.000000	0.350000	0.200000
70	70	FOF	60	Five Years	train	6	4.658631	0.285714	0.416667	1.500000	0.800000	0.000000	0.656250	0.800000	0.000000	0.000000	0.200000
70	70	FOF	61	D Nova	train	8	4.567424	0.666667	0.416667	1.500000	0.909091	0.000000	0.525000	0.000000	0.000000	0.350000	0.200000
70	70	FOF	227	Sweet Sunshine	train	9	4.450000	1.000000	0.000000	0.000000	1.250000	1.250000	0.750000	0.000000	0.000000	0.000000	0.200000
70	70	FOF	57	Shout Man	train	11	4.322917	1.200000	0.416667	1.500000	0.000000	0.000000	0.656250	0.000000	0.000000	0.350000	0.200000
70	70	FOF	54	Cover Girl	train	12	4.251122	0.666667	0.416667	1.500000	0.461538	0.000000	0.656250	0.000000	0.000000	0.350000	0.200000
70	70	FOF	64	Woman In Love Never Cross	test	1	7.166667	1.200000	0.416667	1.500000	1.250000	1.250000	1.000000	0.000000	0.000000	0.350000	0.200000
70	70	FOF	68	White Sense	test	4	5.371717	0.500000	0.416667	1.500000	0.727273	1.250000	0.777778	0.000000	0.000000	0.000000	0.200000
70	70	FOF	236	She Walf	test	7	4.642857	1.000000	0.000000	0.000000	1.142857	1.250000	1.050000	0.000000	0.000000	0.000000	0.200000
70	70	FOF	228	Queen Flowers	test	10	4.450000	1.200000	0.000000	0.000000	0.800000	1.250000	1.000000	0.000000	0.000000	0.000000	0.200000
71	71	Darkness	87	Momento	train	2	2.838095	0.571429	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
71	71	Darkness	92	Jeep Shine	train	3	2.458333	0.250000	0.416667	1.500000	0.000000	0.000000	0.291667	0.000000	0.000000	0.000000	0.000000
71	71	Darkness	75	Tacenda	train	5	2.316667	0.400000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71	71	Darkness	77	Dark Ages	train	6	2.312500	0.250000	0.416667	1.500000	0.000000	0.000000	0.145833	0.000000	0.000000	0.000000	0.000000
71	71	Darkness	79	Silk Blossom	train	8	2.301282	0.250000	0.416667	1.500000	0.000000	0.000000	0.134615	0.000000	0.000000	0.000000	0.000000
71	71	Darkness	73	Rouge Velaurs	train	9	2.166667	0.250000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71	71	Darkness	81	King of Parties	train	11	2.166667	0.250000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71	71	Darkness	82	Black Bond	train	12	2.166667	0.250000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71	71	Darkness	83	cinnabar	test	1	3.129762	0.571429	0.416667	1.500000	0.000000	0.000000	0.291667	0.000000	0.000000	0.350000	0.000000
71	71	Darkness	85	Zero Two	test	4	2.451282	0.400000	0.416667	1.500000	0.000000	0.000000	0.134615	0.000000	0.000000	0.000000	0.000000
71	71	Darkness	90	Vagabond	test	7	2.312500	0.250000	0.416667	1.500000	0.000000	0.000000	0.145833	0.000000	0.000000	0.000000	0.000000
71	71	Darkness	76	Rayon	test	10	2.166667	0.250000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
72	72	Bamboo Cici	77	Dark Ages	train	2	5.938889	1.333333	0.416667	1.500000	1.166667	0.000000	0.972222	0.000000	0.000000	0.350000	0.200000
72	72	Bamboo Cici	292	Elvishore	train	3	4.825000	1.333333	0.000000	0.000000	1.166667	1.250000	0.875000	0.000000	0.000000	0.000000	0.200000
72	72	Bamboo Cici	78	Foreo Ice	train	5	4.626840	0.857143	0.416667	1.500000	0.666667	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
72	72	Bamboo Cici	94	Advens	train	6	4.475000	1.333333	0.416667	1.500000	0.000000	0.000000	0.875000	0.000000	0.000000	0.350000	0.000000
72	72	Bamboo Cici	85	Zero Two	train	8	4.419697	0.333333	0.416667	1.500000	1.333333	0.000000	0.636364	0.000000	0.000000	0.000000	0.200000
72	72	Bamboo Cici	80	Dory	train	9	4.236364	1.333333	0.416667	1.500000	0.000000	0.000000	0.636364	0.000000	0.000000	0.350000	0.000000
72	72	Bamboo Cici	82	Black Bond	train	11	3.998810	0.857143	0.416667	1.500000	0.000000	0.000000	0.875000	0.000000	0.000000	0.350000	0.000000
72	72	Bamboo Cici	93	Spice Up	train	12	3.966667	1.000000	0.416667	1.500000	0.000000	0.000000	0.700000	0.000000	0.000000	0.350000	0.000000
72	72	Bamboo Cici	90	Vagabond	test	1	6.712698	0.857143	0.416667	1.500000	1.166667	1.250000	0.972222	0.000000	0.000000	0.350000	0.200000
72	72	Bamboo Cici	92	Jeep Shine	test	4	4.693056	0.222222	0.416667	1.500000	0.666667	1.250000	0.437500	0.000000	0.000000	0.000000	0.200000
72	72	Bamboo Cici	79	Silk Blossom	test	7	4.460173	0.500000	0.416667	1.500000	0.857143	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
72	72	Bamboo Cici	36	Maxima Gold	test	10	4.020430	0.857143	0.000000	0.000000	1.076923	1.250000	0.636364	0.000000	0.000000	0.000000	0.200000
73	73	Rouge Velaurs	87	Momento	train	2	3.123810	0.857143	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
73	73	Rouge Velaurs	89	Big Boss	train	3	3.123810	0.857143	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
73	73	Rouge Velaurs	77	Dark Ages	train	5	3.058333	0.500000	0.416667	1.500000	0.000000	0.000000	0.291667	0.000000	0.000000	0.350000	0.000000
73	73	Rouge Velaurs	78	Foreo Ice	train	6	3.035897	0.500000	0.416667	1.500000	0.000000	0.000000	0.269231	0.000000	0.000000	0.350000	0.000000
73	73	Rouge Velaurs	85	Zero Two	train	8	2.886364	0.333333	0.416667	1.500000	0.000000	0.000000	0.636364	0.000000	0.000000	0.000000	0.000000
73	73	Rouge Velaurs	93	Spice Up	train	9	2.838095	0.571429	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
73	73	Rouge Velaurs	82	Black Bond	train	11	2.766667	0.500000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
73	73	Rouge Velaurs	91	Only You	train	12	2.766667	0.500000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
73	73	Rouge Velaurs	92	Jeep Shine	test	1	3.204167	0.500000	0.416667	1.500000	0.000000	0.000000	0.437500	0.000000	0.000000	0.350000	0.000000
73	73	Rouge Velaurs	96	Just A Boy	test	4	3.123810	0.857143	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
73	73	Rouge Velaurs	79	Silk Blossom	test	7	3.035897	0.500000	0.416667	1.500000	0.000000	0.000000	0.269231	0.000000	0.000000	0.350000	0.000000
73	73	Rouge Velaurs	72	Bamboo Cici	test	10	2.775253	0.222222	0.416667	1.500000	0.000000	0.000000	0.636364	0.000000	0.000000	0.000000	0.000000
74	74	Add 5	72	Bamboo Cici	train	2	3.760173	0.857143	0.416667	1.500000	0.000000	0.000000	0.636364	0.000000	0.000000	0.350000	0.000000
74	74	Add 5	86	Erost	train	3	3.600000	1.333333	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
74	74	Add 5	77	Dark Ages	train	5	3.466667	0.500000	0.416667	1.500000	0.000000	0.000000	0.700000	0.000000	0.000000	0.350000	0.000000
74	74	Add 5	82	Black Bond	train	6	3.123810	0.857143	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
74	74	Add 5	93	Spice Up	train	8	2.838095	0.571429	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
74	74	Add 5	76	Rayon	train	9	2.766667	0.500000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
74	74	Add 5	81	King of Parties	train	11	2.766667	0.500000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
74	74	Add 5	88	Usain Bolt	train	12	2.766667	0.500000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
74	74	Add 5	90	Vagabond	test	1	3.823810	0.857143	0.416667	1.500000	0.000000	0.000000	0.700000	0.000000	0.000000	0.350000	0.000000
74	74	Add 5	94	Advens	test	4	3.600000	1.333333	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
74	74	Add 5	84	Deep Crush	test	7	3.123810	0.857143	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
74	74	Add 5	80	Dory	test	10	2.766667	0.500000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
75	75	Tacenda	90	Vagabond	train	2	3.455556	0.800000	0.416667	1.500000	0.000000	0.000000	0.388889	0.000000	0.000000	0.350000	0.000000
75	75	Tacenda	81	King of Parties	train	3	3.066667	0.800000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
75	75	Tacenda	96	Just A Boy	train	5	3.066667	0.800000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
75	75	Tacenda	85	Zero Two	train	6	2.933333	0.666667	0.416667	1.500000	0.000000	0.000000	0.350000	0.000000	0.000000	0.000000	0.000000
75	75	Tacenda	83	cinnabar	train	8	2.600000	0.333333	0.416667	1.500000	0.000000	0.000000	0.350000	0.000000	0.000000	0.000000	0.000000
75	75	Tacenda	95	Mellifluous	train	9	2.468750	0.333333	0.416667	1.500000	0.000000	0.000000	0.218750	0.000000	0.000000	0.000000	0.000000
75	75	Tacenda	92	Jeep Shine	train	11	2.409091	0.333333	0.416667	1.500000	0.000000	0.000000	0.159091	0.000000	0.000000	0.000000	0.000000
75	75	Tacenda	71	Darkness	train	12	2.316667	0.400000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
75	75	Tacenda	77	Dark Ages	test	1	3.455556	0.800000	0.416667	1.500000	0.000000	0.000000	0.388889	0.000000	0.000000	0.350000	0.000000
75	75	Tacenda	82	Black Bond	test	4	3.066667	0.800000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
75	75	Tacenda	72	Bamboo Cici	test	7	2.600000	0.333333	0.416667	1.500000	0.000000	0.000000	0.350000	0.000000	0.000000	0.000000	0.000000
75	75	Tacenda	79	Silk Blossom	test	10	2.409091	0.333333	0.416667	1.500000	0.000000	0.000000	0.159091	0.000000	0.000000	0.000000	0.000000
76	76	Rayon	77	Dark Ages	train	2	3.823810	0.857143	0.416667	1.500000	0.000000	0.000000	0.700000	0.000000	0.000000	0.350000	0.000000
76	76	Rayon	90	Vagabond	train	3	3.823810	0.857143	0.416667	1.500000	0.000000	0.000000	0.700000	0.000000	0.000000	0.350000	0.000000
76	76	Rayon	92	Jeep Shine	train	5	3.760173	0.857143	0.416667	1.500000	0.000000	0.000000	0.636364	0.000000	0.000000	0.350000	0.000000
76	76	Rayon	78	Foreo Ice	train	6	3.561310	0.857143	0.416667	1.500000	0.000000	0.000000	0.437500	0.000000	0.000000	0.350000	0.000000
76	76	Rayon	83	cinnabar	train	8	3.204167	0.500000	0.416667	1.500000	0.000000	0.000000	0.437500	0.000000	0.000000	0.350000	0.000000
76	76	Rayon	81	King of Parties	train	9	3.123810	0.857143	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
76	76	Rayon	74	Add 5	train	11	2.766667	0.500000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
76	76	Rayon	80	Dory	train	12	2.766667	0.500000	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
76	76	Rayon	79	Silk Blossom	test	1	3.998810	0.857143	0.416667	1.500000	0.000000	0.000000	0.875000	0.000000	0.000000	0.350000	0.000000
76	76	Rayon	72	Bamboo Cici	test	4	3.760173	0.857143	0.416667	1.500000	0.000000	0.000000	0.636364	0.000000	0.000000	0.350000	0.000000
76	76	Rayon	85	Zero Two	test	7	3.504167	0.800000	0.416667	1.500000	0.000000	0.000000	0.437500	0.000000	0.000000	0.350000	0.000000
76	76	Rayon	82	Black Bond	test	10	3.123810	0.857143	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
77	77	Dark Ages	83	cinnabar	train	2	5.386364	0.500000	0.416667	1.500000	0.533333	1.250000	0.636364	0.000000	0.000000	0.350000	0.200000
77	77	Dark Ages	90	Vagabond	train	3	5.296032	0.857143	0.416667	1.500000	1.000000	0.000000	0.972222	0.000000	0.000000	0.350000	0.200000
77	77	Dark Ages	79	Silk Blossom	train	5	4.883250	0.857143	0.416667	1.500000	0.923077	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
77	77	Dark Ages	298	Spices Fragrance	train	6	4.755556	1.333333	0.000000	0.000000	1.000000	1.250000	0.972222	0.000000	0.000000	0.000000	0.200000
77	77	Dark Ages	47	Bad Boy	train	8	4.664646	1.333333	0.000000	0.000000	0.909091	1.250000	0.972222	0.000000	0.000000	0.000000	0.200000
77	77	Dark Ages	12	Our First Love	train	9	4.588889	1.333333	0.000000	0.000000	0.833333	1.250000	0.972222	0.000000	0.000000	0.000000	0.200000
77	77	Dark Ages	317	Iron Man	train	11	4.567424	1.333333	0.000000	0.000000	0.909091	1.250000	0.875000	0.000000	0.000000	0.000000	0.200000
77	77	Dark Ages	78	Foreo Ice	train	12	4.493506	0.857143	0.416667	1.500000	0.533333	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
77	77	Dark Ages	72	Bamboo Cici	test	1	5.938889	1.333333	0.416667	1.500000	1.166667	0.000000	0.972222	0.000000	0.000000	0.350000	0.200000
77	77	Dark Ages	324	Groove Large	test	4	5.210101	1.333333	0.000000	0.000000	1.454545	1.250000	0.972222	0.000000	0.000000	0.000000	0.200000
77	77	Dark Ages	43	Stardust	test	7	4.678632	1.333333	0.000000	0.000000	0.923077	1.250000	0.972222	0.000000	0.000000	0.000000	0.200000
77	77	Dark Ages	80	Dory	test	10	4.572222	1.333333	0.416667	1.500000	0.000000	0.000000	0.972222	0.000000	0.000000	0.350000	0.000000
78	78	Foreo Ice	79	Silk Blossom	train	2	4.817316	0.857143	0.416667	1.500000	0.857143	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
78	78	Foreo Ice	85	Zero Two	train	3	4.669697	0.000000	0.416667	1.500000	0.666667	1.250000	0.636364	0.000000	0.000000	0.000000	0.200000
78	78	Foreo Ice	77	Dark Ages	train	5	4.493506	0.857143	0.416667	1.500000	0.533333	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
78	78	Foreo Ice	20	Cloud Grande	train	6	4.020430	0.857143	0.000000	0.000000	1.076923	1.250000	0.636364	0.000000	0.000000	0.000000	0.200000
78	78	Foreo Ice	161	Secret Code	train	8	3.818590	1.666667	0.000000	0.000000	1.076923	0.000000	0.875000	0.000000	0.000000	0.000000	0.200000
78	78	Foreo Ice	80	Dory	train	9	3.760173	0.857143	0.416667	1.500000	0.000000	0.000000	0.636364	0.000000	0.000000	0.350000	0.000000
78	78	Foreo Ice	76	Rayon	train	11	3.561310	0.857143	0.416667	1.500000	0.000000	0.000000	0.437500	0.000000	0.000000	0.350000	0.000000
78	78	Foreo Ice	91	Only You	train	12	3.561310	0.857143	0.416667	1.500000	0.000000	0.000000	0.437500	0.000000	0.000000	0.350000	0.000000
78	78	Foreo Ice	92	Jeep Shine	test	1	5.037096	0.857143	0.416667	1.500000	1.076923	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
78	78	Foreo Ice	72	Bamboo Cici	test	4	4.626840	0.857143	0.416667	1.500000	0.666667	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
78	78	Foreo Ice	180	Oudhi	test	7	4.020430	0.857143	0.000000	0.000000	1.076923	1.250000	0.636364	0.000000	0.000000	0.000000	0.200000
78	78	Foreo Ice	7	Black Lax	test	10	3.663287	0.500000	0.000000	0.000000	1.076923	1.250000	0.636364	0.000000	0.000000	0.000000	0.200000
79	79	Silk Blossom	77	Dark Ages	train	2	4.883250	0.857143	0.416667	1.500000	0.923077	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
79	79	Silk Blossom	78	Foreo Ice	train	3	4.817316	0.857143	0.416667	1.500000	0.857143	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
79	79	Silk Blossom	76	Rayon	train	5	3.998810	0.857143	0.416667	1.500000	0.000000	0.000000	0.875000	0.000000	0.000000	0.350000	0.000000
79	79	Silk Blossom	85	Zero Two	train	6	3.554167	0.333333	0.416667	1.500000	0.666667	0.000000	0.437500	0.000000	0.000000	0.000000	0.200000
79	79	Silk Blossom	83	cinnabar	train	8	3.443056	0.222222	0.416667	1.500000	0.666667	0.000000	0.437500	0.000000	0.000000	0.000000	0.200000
79	79	Silk Blossom	288	Superclass Man	train	9	3.265476	1.333333	0.000000	0.000000	0.857143	0.000000	0.875000	0.000000	0.000000	0.000000	0.200000
79	79	Silk Blossom	81	King of Parties	train	11	3.204167	0.500000	0.416667	1.500000	0.000000	0.000000	0.437500	0.000000	0.000000	0.350000	0.000000
79	79	Silk Blossom	96	Just A Boy	train	12	3.204167	0.500000	0.416667	1.500000	0.000000	0.000000	0.437500	0.000000	0.000000	0.350000	0.000000
79	79	Silk Blossom	92	Jeep Shine	test	1	5.275733	0.857143	0.416667	1.500000	1.076923	0.000000	0.875000	0.000000	0.000000	0.350000	0.200000
79	79	Silk Blossom	72	Bamboo Cici	test	4	4.460173	0.500000	0.416667	1.500000	0.857143	0.000000	0.636364	0.000000	0.000000	0.350000	0.200000
79	79	Silk Blossom	90	Vagabond	test	7	3.530447	0.222222	0.416667	1.500000	0.714286	0.000000	0.477273	0.000000	0.000000	0.000000	0.200000
79	79	Silk Blossom	80	Dory	test	10	3.204167	0.500000	0.416667	1.500000	0.000000	0.000000	0.437500	0.000000	0.000000	0.350000	0.000000
80	80	Dory	72	Bamboo Cici	train	2	4.236364	1.333333	0.416667	1.500000	0.000000	0.000000	0.636364	0.000000	0.000000	0.350000	0.000000
80	80	Dory	78	Foreo Ice	train	3	3.760173	0.857143	0.416667	1.500000	0.000000	0.000000	0.636364	0.000000	0.000000	0.350000	0.000000
80	80	Dory	90	Vagabond	train	5	3.466667	0.500000	0.416667	1.500000	0.000000	0.000000	0.700000	0.000000	0.000000	0.350000	0.000000
80	80	Dory	79	Silk Blossom	train	6	3.204167	0.500000	0.416667	1.500000	0.000000	0.000000	0.437500	0.000000	0.000000	0.350000	0.000000
80	80	Dory	88	Usain Bolt	train	8	3.123810	0.857143	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
80	80	Dory	94	Advens	train	9	3.123810	0.857143	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
80	80	Dory	93	Spice Up	train	11	2.838095	0.571429	0.416667	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000
